T96060000001	1A03_HUMAN
T96060028005	TM206_HUMAN
T96060028006	TM206_HUMAN
T96060028007	TM207_HUMAN
T96060028008	TM207_HUMAN
T96060028009	TM207_HUMAN
T96060028010	TM208_HUMAN
T96060028011	TM208_HUMAN
T96060028012	TM208_HUMAN
T96060028013	TM209_HUMAN
T96060028014	TM209_HUMAN
T96060028015	TM209_HUMAN
T96060028016	TM210_HUMAN
T96060028017	TM210_HUMAN
T96060028018	TM210_HUMAN
T96060028019	TM211_HUMAN
T96060028020	TM211_HUMAN
T96060028021	TM211_HUMAN
T96060028022	TM212_HUMAN
T96060028023	TM212_HUMAN
T96060028024	TM212_HUMAN
T96060028025	TM213_HUMAN
T96060028026	TM213_HUMAN
T96060028027	TM213_HUMAN
T96060028028	TM214_HUMAN
T96060028029	TM214_HUMAN
T96060028030	TM215_HUMAN
T96060028031	TM215_HUMAN
T96060028032	TM215_HUMAN
T96060028033	TM216_HUMAN
T96060028034	TM217_HUMAN
T96060028035	TM217_HUMAN
T96060028036	TM218_HUMAN
T96060028037	TM218_HUMAN
T96060028038	TM218_HUMAN
T96060028039	TM219_HUMAN
T96060028040	TM219_HUMAN
T96060028041	TM219_HUMAN
T96060028042	TM220_HUMAN
T96060028043	TM220_HUMAN
T96060028044	TM220_HUMAN
T96060028045	TM221_HUMAN
T96060028046	TM221_HUMAN
T96060028047	TM221_HUMAN
T96060028048	TM222_HUMAN
T96060028049	TM222_HUMAN
T96060028050	TM222_HUMAN
T96060028051	TM223_HUMAN
T96060028052	TM223_HUMAN
T96060028053	TM223_HUMAN
T96060028054	TM225_HUMAN
T96060028055	TM225_HUMAN
T96060028056	TM230_HUMAN
T96060028057	TM231_HUMAN
T96060028058	TM231_HUMAN
T96060028059	TM231_HUMAN
T96060028060	TM232_HUMAN
T96060028061	TM232_HUMAN
T96060028062	TM232_HUMAN
T96060028063	TM233_HUMAN
T96060028064	TM233_HUMAN
T96060028065	TM233_HUMAN
T96060028066	TM234_HUMAN
T96060028067	TM234_HUMAN
T96060028068	TM234_HUMAN
T96060028069	TM235_HUMAN
T96060028070	TM235_HUMAN
T96060028071	TM235_HUMAN
T96060028072	TM236_HUMAN
T96060028073	TM236_HUMAN
T96060028074	TM236_HUMAN
T96060028075	TM237_HUMAN
T96060028076	TM238_HUMAN
T96060028077	TM238_HUMAN
T96060028078	TM238_HUMAN
T96060028079	TM239_HUMAN
T96060028080	TM239_HUMAN
T96060028081	TM239_HUMAN
T96060028082	TM240_HUMAN
T96060028083	TM240_HUMAN
T96060028084	TM240_HUMAN
T96060028085	TM241_HUMAN
T96060028086	TM241_HUMAN
T96060028087	TM241_HUMAN
T96060028088	TM242_HUMAN
T96060028089	TM242_HUMAN
T96060028090	TM242_HUMAN
T96060028091	TM243_HUMAN
T96060028092	TM243_HUMAN
T96060028093	TM243_HUMAN
T96060028094	TM244_HUMAN
T96060028095	TM244_HUMAN
T96060028096	TM244_HUMAN
T96060028097	TM245_HUMAN
T96060028098	TM245_HUMAN
T96060028099	TM245_HUMAN
T96060028100	TM246_HUMAN
T96060028101	TM246_HUMAN
T96060028102	TM246_HUMAN
T96060028103	TM247_HUMAN
T96060028104	TM247_HUMAN
T96060028105	TM247_HUMAN
T96060028106	TM248_HUMAN
T96060028107	TM248_HUMAN
T96060028108	TM248_HUMAN
T96060028109	TM249_HUMAN
T96060028110	TM249_HUMAN
T96060028111	TM249_HUMAN
T96060028112	TM250_HUMAN
T96060028113	TM251_HUMAN
T96060028114	TM251_HUMAN
T96060028115	TM251_HUMAN
T96060028116	TM252_HUMAN
T96060028117	TM252_HUMAN
T96060028118	TM252_HUMAN
T96060028119	TM253_HUMAN
T96060028120	TM253_HUMAN
T96060028121	TM253_HUMAN
T96060028122	TM254_HUMAN
T96060028123	TM254_HUMAN
T96060028124	TM254_HUMAN
T96060028125	TM256_HUMAN
T96060028126	TM256_HUMAN
T96060028127	TM258_HUMAN
T96060028128	TM260_HUMAN
T96060028129	TM260_HUMAN
T96060028130	TM260_HUMAN
T96060028131	TM262_HUMAN
T96060028132	TM262_HUMAN
T96060028133	TM262_HUMAN
T96060028134	TM263_HUMAN
T96060028135	TM263_HUMAN
T96060028136	TM263_HUMAN
T96060028137	TM265_HUMAN
T96060028138	TM265_HUMAN
T96060028139	TM265_HUMAN
T96060028140	TM266_HUMAN
T96060028141	TM266_HUMAN
T96060028142	TM267_HUMAN
T96060028143	TM267_HUMAN
T96060028144	TM267_HUMAN
T96060028145	TM268_HUMAN
T96060028146	TM268_HUMAN
T96060028147	TM268_HUMAN
T96060028148	TM269_HUMAN
T96060028149	TM269_HUMAN
T96060028150	TM269_HUMAN
T96060028151	TM270_HUMAN
T96060028152	TM270_HUMAN
T96060028153	TM270_HUMAN
T96060028154	TM271_HUMAN
T96060028155	TM271_HUMAN
T96060028156	TM271_HUMAN
T96060028157	TM272_HUMAN
T96060028158	TM272_HUMAN
T96060028159	TM272_HUMAN
T96060028160	TM273_HUMAN
T96060028161	TM273_HUMAN
T96060028162	TM273_HUMAN
T96060028163	TM2D1_HUMAN
T96060028164	TM2D1_HUMAN
T96060028165	TM2D2_HUMAN
T96060028166	TM2D2_HUMAN
T96060028167	TM2D2_HUMAN
T96060028168	TM2D3_HUMAN
T96060028169	TM2D3_HUMAN
T96060028170	TM2D3_HUMAN
T96060028171	TM35A_HUMAN
T96060028172	TM35A_HUMAN
T96060028173	TM35A_HUMAN
T96060028174	TM35B_HUMAN
T96060028175	TM35B_HUMAN
T96060028176	TM35B_HUMAN
T96060028177	TM38A_HUMAN
T96060028178	TM38A_HUMAN
T96060028179	TM38B_HUMAN
T96060028180	TM38B_HUMAN
T96060028181	TM39A_HUMAN
T96060028182	TM39A_HUMAN
T96060028183	TM39A_HUMAN
T96060028184	TM39B_HUMAN
T96060028185	TM39B_HUMAN
T96060028186	TM39B_HUMAN
T96060028187	TM40L_HUMAN
T96060028188	TM40L_HUMAN
T96060028189	TM41A_HUMAN
T96060028190	TM41A_HUMAN
T96060028191	TM41A_HUMAN
T96060028192	TM41B_HUMAN
T96060028193	TM45A_HUMAN
T96060028194	TM45A_HUMAN
T96060028195	TM45A_HUMAN
T96060028196	TM45B_HUMAN
T96060028197	TM45B_HUMAN
T96060028198	TM45B_HUMAN
T96060028199	TM50A_HUMAN
T96060028200	TM50A_HUMAN
T96060028201	TM50B_HUMAN
T96060028202	TM50B_HUMAN
T96060028203	TM52B_HUMAN
T96060028204	TM52B_HUMAN
T96060028205	TM59L_HUMAN
T96060028206	TM59L_HUMAN
T96060028207	TM59L_HUMAN
T96060028208	TM6S1_HUMAN
T96060028209	TM6S1_HUMAN
T96060028210	TM6S1_HUMAN
T96060028211	TM6S2_HUMAN
T96060028212	TM74B_HUMAN
T96060028213	TM74B_HUMAN
T96060028214	TM74B_HUMAN
T96060028215	TM7S3_HUMAN
T96060028216	TM86A_HUMAN
T96060028217	TM86A_HUMAN
T96060028218	TM86A_HUMAN
T96060028219	TM87A_HUMAN
T96060028220	TM87B_HUMAN
T96060028221	TM87B_HUMAN
T96060028222	TM88B_HUMAN
T96060028223	TM88B_HUMAN
T96060028224	TM88B_HUMAN
T96060028225	TM9S1_HUMAN
T96060028226	TM9S1_HUMAN
T96060028227	TM9S1_HUMAN
T96060028228	TM9S2_HUMAN
T96060028229	TM9S2_HUMAN
T96060028230	TM9S3_HUMAN
T96060028231	TM9S3_HUMAN
T96060028232	TM9S3_HUMAN
T96060028233	TM9S4_HUMAN
T96060028234	TMA16_HUMAN
T96060028235	TMA16_HUMAN
T96060028236	TMA7_HUMAN
T96060028237	TMA7_HUMAN
T96060028238	TMA7_HUMAN
T96060028239	TMC1_HUMAN
T96060028240	TMC1_HUMAN
T96060028241	TMC1_HUMAN
T96060028242	TMC2_HUMAN
T96060028243	TMC2_HUMAN
T96060028244	TMC3_HUMAN
T96060028245	TMC3_HUMAN
T96060028246	TMC3_HUMAN
T96060028247	TMC4_HUMAN
T96060028248	TMC4_HUMAN
T96060028249	TMC5A_HUMAN
T96060028250	TMC5A_HUMAN
T96060028251	TMC5A_HUMAN
T96060028252	TMC5B_HUMAN
T96060028253	TMC5B_HUMAN
T96060028254	TMC5B_HUMAN
T96060028255	TMC5_HUMAN
T96060028256	TMC5_HUMAN
T96060028257	TMC6_HUMAN
T96060028258	TMC6_HUMAN
T96060028259	TMC7_HUMAN
T96060028260	TMC7_HUMAN
T96060028261	TMC7_HUMAN
T96060028262	TMCC2_HUMAN
T96060028263	TMCC3_HUMAN
T96060028264	TMCC3_HUMAN
T96060028265	TMCC3_HUMAN
T96060028266	TMCO2_HUMAN
T96060028267	TMCO2_HUMAN
T96060028268	TMCO3_HUMAN
T96060028269	TMCO3_HUMAN
T96060028270	TMCO3_HUMAN
T96060028271	TMCO4_HUMAN
T96060028272	TMCO4_HUMAN
T96060028273	TMCO4_HUMAN
T96060028274	TMCO6_HUMAN
T96060028275	TMCO6_HUMAN
T96060028276	TMCO6_HUMAN
T96060028277	TMED1_HUMAN
T96060028278	TMED1_HUMAN
T96060028279	TMED2_HUMAN
T96060028280	TMED3_HUMAN
T96060028281	TMED3_HUMAN
T96060028282	TMED4_HUMAN
T96060028283	TMED4_HUMAN
T96060028284	TMED5_HUMAN
T96060028285	TMED6_HUMAN
T96060028286	TMED6_HUMAN
T96060028287	TMED6_HUMAN
T96060028288	TMED7_HUMAN
T96060028289	TMED7_HUMAN
T96060028290	TMED8_HUMAN
T96060028291	TMED8_HUMAN
T96060028292	TMED8_HUMAN
T96060028293	TMEM9_HUMAN
T96060028294	TMEM9_HUMAN
T96060028295	TMF1_HUMAN
T96060028296	TMF1_HUMAN
T96060028297	TMG1_HUMAN
T96060028298	TMG1_HUMAN
T96060028299	TMG1_HUMAN
T96060028300	TMG2_HUMAN
T96060028301	TMG2_HUMAN
T96060028302	TMG2_HUMAN
T96060028303	TMG3_HUMAN
T96060028304	TMG3_HUMAN
T96060028305	TMG3_HUMAN
T96060028306	TMG4_HUMAN
T96060028307	TMG4_HUMAN
T96060028308	TMG4_HUMAN
T96060028309	TMIE_HUMAN
T96060028310	TMIE_HUMAN
T96060028311	TMIE_HUMAN
T96060028312	TMIG1_HUMAN
T96060028313	TMIG2_HUMAN
T96060028314	TMIG3_HUMAN
T96060028315	TMM11_HUMAN
T96060028316	TMM17_HUMAN
T96060028317	TMM17_HUMAN
T96060028318	TMM18_HUMAN
T96060028319	TMM19_HUMAN
T96060028320	TMM19_HUMAN
T96060028321	TMM19_HUMAN
T96060028322	TMM25_HUMAN
T96060028323	TMM25_HUMAN
T96060028324	TMM25_HUMAN
T96060028325	TMM26_HUMAN
T96060028326	TMM26_HUMAN
T96060028327	TMM26_HUMAN
T96060028328	TMM31_HUMAN
T96060028329	TMM31_HUMAN
T96060028330	TMM31_HUMAN
T96060028331	TMM33_HUMAN
T96060028332	TMM40_HUMAN
T96060028333	TMM40_HUMAN
T96060028334	TMM40_HUMAN
T96060028335	TMM42_HUMAN
T96060028336	TMM42_HUMAN
T96060028337	TMM42_HUMAN
T96060028338	TMM43_HUMAN
T96060028339	TMM44_HUMAN
T96060028340	TMM44_HUMAN
T96060028341	TMM44_HUMAN
T96060028342	TMM47_HUMAN
T96060028343	TMM47_HUMAN
T96060028344	TMM51_HUMAN
T96060028345	TMM51_HUMAN
T96060028346	TMM51_HUMAN
T96060028347	TMM52_HUMAN
T96060028348	TMM52_HUMAN
T96060028349	TMM52_HUMAN
T96060028350	TMM53_HUMAN
T96060028351	TMM53_HUMAN
T96060028352	TMM54_HUMAN
T96060028353	TMM54_HUMAN
T96060028354	TMM54_HUMAN
T96060028355	TMM56_HUMAN
T96060028356	TMM56_HUMAN
T96060028357	TMM56_HUMAN
T96060028358	TMM59_HUMAN
T96060028359	TMM60_HUMAN
T96060028360	TMM60_HUMAN
T96060028361	TMM60_HUMAN
T96060028362	TMM61_HUMAN
T96060028363	TMM61_HUMAN
T96060028364	TMM61_HUMAN
T96060028365	TMM62_HUMAN
T96060028366	TMM62_HUMAN
T96060028367	TMM62_HUMAN
T96060028368	TMM64_HUMAN
T96060028369	TMM64_HUMAN
T96060028370	TMM64_HUMAN
T96060028371	TMM65_HUMAN
T96060028372	TMM65_HUMAN
T96060028373	TMM68_HUMAN
T96060028374	TMM68_HUMAN
T96060028375	TMM68_HUMAN
T96060028376	TMM69_HUMAN
T96060028377	TMM69_HUMAN
T96060028378	TMM69_HUMAN
T96060028379	TMM70_HUMAN
T96060028380	TMM71_HUMAN
T96060028381	TMM71_HUMAN
T96060028382	TMM72_HUMAN
T96060028383	TMM72_HUMAN
T96060028384	TMM72_HUMAN
T96060028385	TMM74_HUMAN
T96060028386	TMM74_HUMAN
T96060028387	TMM75_HUMAN
T96060028388	TMM75_HUMAN
T96060028389	TMM75_HUMAN
T96060028390	TMM78_HUMAN
T96060028391	TMM78_HUMAN
T96060028392	TMM78_HUMAN
T96060028393	TMM79_HUMAN
T96060028394	TMM79_HUMAN
T96060028395	TMM80_HUMAN
T96060028396	TMM80_HUMAN
T96060028397	TMM80_HUMAN
T96060028398	TMM81_HUMAN
T96060028399	TMM81_HUMAN
T96060028400	TMM81_HUMAN
T96060028401	TMM82_HUMAN
T96060028402	TMM82_HUMAN
T96060028403	TMM82_HUMAN
T96060028404	TMM83_HUMAN
T96060028405	TMM83_HUMAN
T96060028406	TMM83_HUMAN
T96060028407	TMM88_HUMAN
T96060028408	TMM89_HUMAN
T96060028409	TMM89_HUMAN
T96060028410	TMM8A_HUMAN
T96060028411	TMM8A_HUMAN
T96060028412	TMM8B_HUMAN
T96060028413	TMM91_HUMAN
T96060028414	TMM91_HUMAN
T96060028415	TMM91_HUMAN
T96060028416	TMM92_HUMAN
T96060028417	TMM92_HUMAN
T96060028418	TMM94_HUMAN
T96060028419	TMM94_HUMAN
T96060028420	TMM94_HUMAN
T96060028421	TMM95_HUMAN
T96060028422	TMM95_HUMAN
T96060028423	TMM95_HUMAN
T96060028424	TMM98_HUMAN
T96060028425	TMM98_HUMAN
T96060028426	TMM99_HUMAN
T96060028427	TMM99_HUMAN
T96060028428	TMM99_HUMAN
T96060028429	TMM9B_HUMAN
T96060028430	TMM9B_HUMAN
T96060028431	TMOD1_HUMAN
T96060028432	TMOD2_HUMAN
T96060028433	TMOD2_HUMAN
T96060028434	TMOD2_HUMAN
T96060028435	TMOD3_HUMAN
T96060028436	TMOD4_HUMAN
T96060028437	TMOD4_HUMAN
T96060028438	TMPPE_HUMAN
T96060028439	TMPPE_HUMAN
T96060028440	TMPPE_HUMAN
T96060028441	TMPS2_HUMAN
T96060028442	TMPS4_HUMAN
T96060028443	TMPS7_HUMAN
T96060028444	TMPS7_HUMAN
T96060028445	TMPS7_HUMAN
T96060028446	TMPS9_HUMAN
T96060028447	TMPS9_HUMAN
T96060028448	TMPS9_HUMAN
T96060028449	TMPSC_HUMAN
T96060028450	TMPSC_HUMAN
T96060028451	TMPSC_HUMAN
T96060028452	TMPSD_HUMAN
T96060028453	TMPSD_HUMAN
T96060028454	TMTC1_HUMAN
T96060028455	TMTC4_HUMAN
T96060028456	TMUB1_HUMAN
T96060028457	TMUB2_HUMAN
T96060028458	TMUB2_HUMAN
T96060028459	TMUB2_HUMAN
T96060028460	TMX2_HUMAN
T96060028461	TMX2_HUMAN
T96060028462	TMX2_HUMAN
T96060028463	TMX4_HUMAN
T96060028464	TMX4_HUMAN
T96060028465	TMX4_HUMAN
T96060028466	TN13B_HUMAN
T96060028467	TNAP2_HUMAN
T96060028468	TNAP2_HUMAN
T96060028469	TNAP2_HUMAN
T96060028470	TNC18_HUMAN
T96060028471	TNC18_HUMAN
T96060028472	TNF11_HUMAN
T96060028473	TNF12_HUMAN
T96060028474	TNF13_HUMAN
T96060028475	TNF14_HUMAN
T96060028476	TNF15_HUMAN
T96060028477	TNF18_HUMAN
T96060028478	TNF6B_HUMAN
T96060028479	TNF6B_HUMAN
T96060028480	TNF6B_HUMAN
T96060028481	TNFB_HUMAN
T96060028482	TNFB_HUMAN
T96060028483	TNFB_HUMAN
T96060028484	TNFC_HUMAN
T96060028485	TNFC_HUMAN
T96060028486	TNFC_HUMAN
T96060028487	TNFL4_HUMAN
T96060028488	TNFL6_HUMAN
T96060028489	TNFL8_HUMAN
T96060028490	TNFL8_HUMAN
T96060028491	TNFL8_HUMAN
T96060028492	TNFL9_HUMAN
T96060028493	TNFL9_HUMAN
T96060028494	TNFL9_HUMAN
T96060028495	TNG2_HUMAN
T96060028496	TNG2_HUMAN
T96060028497	TNG6_HUMAN
T96060028498	TNG6_HUMAN
T96060028499	TNG6_HUMAN
T96060028500	TNIP3_HUMAN
T96060028501	TNMD_HUMAN
T96060028502	TNMD_HUMAN
T96060028503	TNMD_HUMAN
T96060028504	TNNC2_HUMAN
T96060028505	TNNI1_HUMAN
T96060028506	TNNI1_HUMAN
T96060028507	TNNI1_HUMAN
T96060028508	TNPO1_HUMAN
T96060028509	TNPO2_HUMAN
T96060028510	TNPO2_HUMAN
T96060028511	TNPO2_HUMAN
T96060028512	TNR12_HUMAN
T96060028513	TNR12_HUMAN
T96060028514	TNR14_HUMAN
T96060028515	TNR14_HUMAN
T96060028516	TNR17_HUMAN
T96060028517	TNR17_HUMAN
T96060028518	TNR17_HUMAN
T96060028519	TNR18_HUMAN
T96060028520	TNR18_HUMAN
T96060028521	TNR19_HUMAN
T96060028522	TNR19_HUMAN
T96060028523	TNR19_HUMAN
T96060028524	TNR21_HUMAN
T96060028525	TNR25_HUMAN
T96060028526	TNR25_HUMAN
T96060028527	TNR27_HUMAN
T96060028528	TNR4_HUMAN
T96060028529	TNR4_HUMAN
T96060028530	TNR4_HUMAN
T96060028531	TNR6B_HUMAN
T96060028532	TNR6C_HUMAN
T96060028533	TNR6C_HUMAN
T96060028534	TNR8_HUMAN
T96060028535	TNR9_HUMAN
T96060028536	TNR9_HUMAN
T96060028537	TNR9_HUMAN
T96060028538	TNT_HUMAN
T96060028539	TNT_HUMAN
T96060028540	TNT_HUMAN
T96060028541	TO20L_HUMAN
T96060028542	TO20L_HUMAN
T96060028543	TO20L_HUMAN
T96060028544	TO6BL_HUMAN
T96060028545	TO6BL_HUMAN
T96060028546	TO6BL_HUMAN
T96060028547	TOB2_HUMAN
T96060028548	TOB2_HUMAN
T96060028549	TOM1_HUMAN
T96060028550	TOM22_HUMAN
T96060028551	TOM40_HUMAN
T96060028552	TOM5_HUMAN
T96060028553	TOM5_HUMAN
T96060028554	TOM6_HUMAN
T96060028555	TOM6_HUMAN
T96060028556	TOM70_HUMAN
T96060028557	TOM70_HUMAN
T96060028558	TOM7_HUMAN
T96060028559	TOMT_HUMAN
T96060028560	TOMT_HUMAN
T96060028561	TOMT_HUMAN
T96060028562	TOP1M_HUMAN
T96060028563	TOP1M_HUMAN
T96060028564	TOP3B_HUMAN
T96060028565	TOP3B_HUMAN
T96060028566	TOPK_HUMAN
T96060028567	TOPK_HUMAN
T96060028568	TOPZ1_HUMAN
T96060028569	TOPZ1_HUMAN
T96060028570	TOPZ1_HUMAN
T96060028571	TOR2A_HUMAN
T96060028572	TOR2X_HUMAN
T96060028573	TOR3A_HUMAN
T96060028574	TOR4A_HUMAN
T96060028575	TOR4A_HUMAN
T96060028576	TOR4A_HUMAN
T96060028577	TOX3_HUMAN
T96060028578	TOX4_HUMAN
T96060028579	TOX4_HUMAN
T96060028580	TOX_HUMAN
T96060028581	TOX_HUMAN
T96060028582	TOX_HUMAN
T96060028583	TP4A1_HUMAN
T96060028584	TP4A1_HUMAN
T96060028585	TP4A2_HUMAN
T96060028586	TP4A2_HUMAN
T96060028587	TP4A3_HUMAN
T96060028588	TP8L1_HUMAN
T96060028589	TP8L1_HUMAN
T96060028590	TP8L1_HUMAN
T96060028591	TP8L2_HUMAN
T96060028592	TP8L2_HUMAN
T96060028593	TP8L2_HUMAN
T96060028594	TP8L3_HUMAN
T96060028595	TP8L3_HUMAN
T96060028596	TPBGL_HUMAN
T96060028597	TPBGL_HUMAN
T96060028598	TPBGL_HUMAN
T96060028599	TPBG_HUMAN
T96060028600	TPBG_HUMAN
T96060028601	TPC10_HUMAN
T96060028602	TPC11_HUMAN
T96060028603	TPC12_HUMAN
T96060028604	TPC13_HUMAN
T96060028605	TPC13_HUMAN
T96060028606	TPC13_HUMAN
T96060028607	TPC2B_HUMAN
T96060028608	TPC2B_HUMAN
T96060028609	TPC2L_HUMAN
T96060028610	TPC3L_HUMAN
T96060028611	TPC3L_HUMAN
T96060028612	TPC6A_HUMAN
T96060028613	TPC6A_HUMAN
T96060028614	TPC6A_HUMAN
T96060028615	TPC6B_HUMAN
T96060028616	TPC6B_HUMAN
T96060028617	TPC6B_HUMAN
T96060028618	TPC_HUMAN
T96060028619	TPC_HUMAN
T96060028620	TPD54_HUMAN
T96060028621	TPD55_HUMAN
T96060028622	TPD55_HUMAN
T96060028623	TPD55_HUMAN
T96060028624	TPGS1_HUMAN
T96060028625	TPGS1_HUMAN
T96060028626	TPGS2_HUMAN
T96060028627	TPGS2_HUMAN
T96060028628	TPGS2_HUMAN
T96060028629	TPH1_HUMAN
T96060028630	TPH1_HUMAN
T96060028631	TPH1_HUMAN
T96060028632	TPH2_HUMAN
T96060028633	TPH2_HUMAN
T96060028634	TPH2_HUMAN
T96060028635	TPIP1_HUMAN
T96060028636	TPIP1_HUMAN
T96060028637	TPIP1_HUMAN
T96060028638	TPK1_HUMAN
T96060028639	TPK1_HUMAN
T96060028640	TPK1_HUMAN
T96060028641	TPM2_HUMAN
T96060028642	TPM3_HUMAN
T96060028643	TPM3_HUMAN
T96060028644	TPM4_HUMAN
T96060028645	TPMT_HUMAN
T96060028646	TPOR_HUMAN
T96060028647	TPO_HUMAN
T96060028648	TPO_HUMAN
T96060028649	TPP2_HUMAN
T96060028650	TPPC1_HUMAN
T96060028651	TPPC1_HUMAN
T96060028652	TPPC1_HUMAN
T96060028653	TPPC3_HUMAN
T96060028654	TPPC3_HUMAN
T96060028655	TPPC4_HUMAN
T96060028656	TPPC4_HUMAN
T96060028657	TPPC5_HUMAN
T96060028658	TPPC5_HUMAN
T96060028659	TPPC8_HUMAN
T96060028660	TPPC9_HUMAN
T96060028661	TPPP2_HUMAN
T96060028662	TPPP3_HUMAN
T96060028663	TPRA1_HUMAN
T96060028664	TPRA1_HUMAN
T96060028665	TPRA1_HUMAN
T96060028666	TPRG1_HUMAN
T96060028667	TPRG1_HUMAN
T96060028668	TPRG1_HUMAN
T96060028669	TPRGL_HUMAN
T96060028670	TPRGL_HUMAN
T96060028671	TPRN_HUMAN
T96060028672	TPRN_HUMAN
T96060028673	TPRX1_HUMAN
T96060028674	TPRX1_HUMAN
T96060028675	TPRX1_HUMAN
T96060028676	TPRXL_HUMAN
T96060028677	TPRXL_HUMAN
T96060028678	TPRXL_HUMAN
T96060028679	TPSNR_HUMAN
T96060028680	TPT1L_HUMAN
T96060028681	TPT1L_HUMAN
T96060028682	TPT1L_HUMAN
T96060028683	TPT2L_HUMAN
T96060028684	TPT2L_HUMAN
T96060028685	TPT2L_HUMAN
T96060028686	TPTE2_HUMAN
T96060028687	TPTE2_HUMAN
T96060028688	TPTE2_HUMAN
T96060028689	TPTE_HUMAN
T96060028690	TPTE_HUMAN
T96060028691	TPTE_HUMAN
T96060028692	TR10B_HUMAN
T96060028693	TR10C_HUMAN
T96060028694	TR10C_HUMAN
T96060028695	TR10C_HUMAN
T96060028696	TR10D_HUMAN
T96060028697	TR10D_HUMAN
T96060028698	TR10D_HUMAN
T96060028699	TR11B_HUMAN
T96060028700	TR11B_HUMAN
T96060028701	TR13B_HUMAN
T96060028702	TR13B_HUMAN
T96060028703	TR13B_HUMAN
T96060028704	TR13C_HUMAN
T96060028705	TR13C_HUMAN
T96060028706	TR13C_HUMAN
T96060028707	TR16L_HUMAN
T96060028708	TR16L_HUMAN
T96060028709	TR19L_HUMAN
T96060028710	TR1L1_HUMAN
T96060028711	TR1L1_HUMAN
T96060028712	TR1L1_HUMAN
T96060028713	TR3N_HUMAN
T96060028714	TR3N_HUMAN
T96060028715	TR3N_HUMAN
T96060028716	TR43B_HUMAN
T96060028717	TR43B_HUMAN
T96060028718	TR43B_HUMAN
T96060028719	TR49B_HUMAN
T96060028720	TR49B_HUMAN
T96060028721	TR49B_HUMAN
T96060028722	TR49C_HUMAN
T96060028723	TR49C_HUMAN
T96060028724	TR49C_HUMAN
T96060028725	TR49D_HUMAN
T96060028726	TR49D_HUMAN
T96060028727	TR49D_HUMAN
T96060028728	TR5OS_HUMAN
T96060028729	TR5OS_HUMAN
T96060028730	TR5OS_HUMAN
T96060028731	TR64B_HUMAN
T96060028732	TR64B_HUMAN
T96060028733	TR64B_HUMAN
T96060028734	TR64C_HUMAN
T96060028735	TR64C_HUMAN
T96060028736	TR64C_HUMAN
T96060028737	TRABD_HUMAN
T96060028738	TRABD_HUMAN
T96060028739	TRABD_HUMAN
T96060028740	TRAC_HUMAN
T96060028741	TRAC_HUMAN
T96060028742	TRAC_HUMAN
T96060028743	TRAD1_HUMAN
T96060028744	TRAD1_HUMAN
T96060028745	TRAD1_HUMAN
T96060028746	TRAF1_HUMAN
T96060028747	TRAF3_HUMAN
T96060028748	TRAIP_HUMAN
T96060028749	TRAIP_HUMAN
T96060028750	TRAK1_HUMAN
T96060028751	TRAK2_HUMAN
T96060028752	TRAK2_HUMAN
T96060028753	TRAK2_HUMAN
T96060028754	TRAM1_HUMAN
T96060028755	TRAM1_HUMAN
T96060028756	TRAM2_HUMAN
T96060028757	TRAM2_HUMAN
T96060028758	TRAT1_HUMAN
T96060028759	TRBC1_HUMAN
T96060028760	TRBC1_HUMAN
T96060028761	TRBC1_HUMAN
T96060028762	TRBC2_HUMAN
T96060028763	TRBC2_HUMAN
T96060028764	TRBC2_HUMAN
T96060028765	TRBM_HUMAN
T96060028766	TRBM_HUMAN
T96060028767	TRC2L_HUMAN
T96060028768	TRC2L_HUMAN
T96060028769	TRC2L_HUMAN
T96060028770	TRDC_HUMAN
T96060028771	TRDC_HUMAN
T96060028772	TRDC_HUMAN
T96060028773	TRDD1_HUMAN
T96060028774	TRDD1_HUMAN
T96060028775	TRDD1_HUMAN
T96060028776	TRDJ1_HUMAN
T96060028777	TRDJ1_HUMAN
T96060028778	TRDJ1_HUMAN
T96060028779	TRDN_HUMAN
T96060028780	TRDV1_HUMAN
T96060028781	TRDV1_HUMAN
T96060028782	TRDV1_HUMAN
T96060028783	TRDV2_HUMAN
T96060028784	TRDV2_HUMAN
T96060028785	TRDV2_HUMAN
T96060028786	TRDV3_HUMAN
T96060028787	TRDV3_HUMAN
T96060028788	TRDV3_HUMAN
T96060028789	TREM1_HUMAN
T96060028790	TREM1_HUMAN
T96060028791	TREX1_HUMAN
T96060028792	TREX2_HUMAN
T96060028793	TRFR_HUMAN
T96060028794	TRFR_HUMAN
T96060028795	TRFR_HUMAN
T96060028796	TRGC1_HUMAN
T96060028797	TRGC1_HUMAN
T96060028798	TRGC1_HUMAN
T96060028799	TRGC2_HUMAN
T96060028800	TRGC2_HUMAN
T96060028801	TRGC2_HUMAN
T96060028802	TRGJ1_HUMAN
T96060028803	TRGJ1_HUMAN
T96060028804	TRGJ1_HUMAN
T96060028805	TRGV2_HUMAN
T96060028806	TRGV2_HUMAN
T96060028807	TRGV2_HUMAN
T96060028808	TRGV3_HUMAN
T96060028809	TRGV3_HUMAN
T96060028810	TRGV3_HUMAN
T96060028811	TRGV4_HUMAN
T96060028812	TRGV4_HUMAN
T96060028813	TRGV4_HUMAN
T96060028814	TRGV5_HUMAN
T96060028815	TRGV5_HUMAN
T96060028816	TRGV5_HUMAN
T96060028817	TRGV8_HUMAN
T96060028818	TRGV8_HUMAN
T96060028819	TRGV8_HUMAN
T96060028820	TRGV9_HUMAN
